Date,AAPL,AMZN,GOOGL,INTC,META,MSFT,NFLX,NVDA,TSLA,XOM,SPY
2017-09-26,0.017057356593615656,-0.0012669965704066126,0.0033658090148263567,0.008307829089741087,0.008193732036853104,0.0,0.0046377967780002775,0.005598394738984119,0.000753389500683819,-0.001112247950697634,0.0006024623790267281
2017-09-27,0.0070919335824524005,0.012987923943538475,0.023687073624677472,0.0018659839790217086,0.02091119765537845,0.008021224401373714,0.014335357123064855,0.021686901099984123,-0.012474308755910057,0.006654002226367705,0.003886859036663968
2017-09-28,-0.006178593980994927,0.0057988953957666236,0.005102068140615407,0.007695955337019243,0.006242402996289471,0.00027096273427140526,-0.007003664323766865,-0.00028467043329699767,-0.004026045006203791,0.009289540250698124,0.001199169703632972
2017-09-29,0.005465340660293071,0.005162339637088178,0.009192718537894065,0.006586398685128741,0.01260330599147494,0.008357722974951465,0.003590718675260627,0.017436241065457846,0.004407251881235175,-0.002558267306260677,0.003508473161224872
2017-10-02,-0.0020135227673593868,-0.002249403897714789,-0.006439512823981534,0.024897324340870615,-0.008227203176353746,0.0016097267726680243,-0.024222702264918242,0.0012857523035583623,0.0012598678729923024,-0.004278510244827088,0.004329657267681839
2017-10-03,0.004346396878112424,-0.002181295305561371,0.004753714373103582,0.008671592929506835,0.0028873756449997318,-0.004702270110556127,0.012240511917010689,0.002064594151644457,0.01916915421763953,0.001591449159998208,0.00213782314019743
2017-10-04,-0.006494175633764067,0.008686425286510317,-0.005467095143218964,-0.0010162725832101771,-0.009102345021807146,0.0057738722960547,0.028931698460504567,0.008327617619716628,0.019541268032736394,0.0003669186142277896,0.0011856471845085872
2017-10-05,0.012367751643304333,0.015825238418642956,0.018863602226765887,0.004817862534162893,0.016605348072405723,0.016992372317217518,0.05248803973668351,-0.0005527019115428279,0.0009009922922392771,0.002808069284079552,0.005907714299701252
2017-10-06,-0.0005792424498413647,0.00886107919707632,0.00854038668322201,0.002526618711835488,0.005764506862916006,0.00039447628755691046,0.01850161003608311,0.002927473829177102,0.0043526213488720815,-0.0037865068541549727,-0.0011395807446612232
2017-10-09,0.003471165280132962,0.0014238210688546902,-0.0013393610304295903,0.005787064302471615,0.0015664689963274892,0.003808826823157646,-0.005824469640496181,0.022308782362786408,-0.039844060130650255,0.0039088169462858985,-0.0016524500043108169
2017-10-10,0.00038493069054174994,-0.003831768090875414,-0.004555372420697321,-0.005282113752737459,-0.005289325971887388,0.0,-0.009133847401753265,0.01891491084131487,0.03622283237587314,0.0027995326977459352,0.002634870724327056
2017-10-11,0.004160716825445655,0.007870071642162382,0.017909185263090245,-0.008866970858624625,0.006679675978288908,0.0017024560568490296,-0.0006666404534727691,0.010582273827642446,-0.0027879875476250426,0.004124756162367978,0.0015698143534988468
2017-10-12,-0.0035194947618804114,0.005942132813285726,0.0,-0.0028029122728851505,-0.001100486174615022,0.009118326270386902,0.004657021634360554,0.0004711484322400969,0.0030410778898386976,-0.002060185234729597,-0.001491197426814574
