Date,AAPL,AMZN,GOOGL,INTC,META,MSFT,NFLX,NVDA,TSLA,XOM,SPY
2017-09-26,0.7601433973635559,-0.1439489580270889,0.13497318362636956,0.28915627075410344,0.32499357444704813,-0.08315128641257574,0.11246886007613273,0.1273050504119113,-0.03330353491244621,-0.03246261520236052,0.011397576117766636
2017-09-27,0.2749798352854033,0.557939286176045,1.2154876600634688,0.02712069229929096,0.8884400346525753,0.3208663348488841,0.4882799157634425,0.6476081946397836,-0.3641836043655954,0.3722684583965094,0.24191089342824007
2017-09-28,-0.36376264785704737,0.2027130994149414,0.22643803847316812,0.26418087537371193,0.23916960061903467,-0.06954462210441466,-0.3338873626284067,-0.06084640392591688,-0.15336250345098018,0.5103882659793304,0.05322261425535053
2017-09-29,0.19618433094548351,0.17138233542692638,0.44254706971469854,0.21898935338184908,0.5195455758080088,0.33790338259071606,0.0721088479320511,0.5093201585516787,0.05886896666620934,-0.10746898511580312,0.21533375624924142
2017-10-02,-0.164205907285397,-0.1919535030888451,-0.37859043094939726,0.9718256516585675,-0.3920010880602391,-0.002347034206523322,-0.9846444706062887,-0.010737757536996077,-0.02054718538345961,-0.1965706398966867,0.273047756839275
2017-10-03,0.14210041870985143,-0.18862695264365226,0.20807004891819209,0.3040018652945714,0.09200566736883012,-0.31847649771451714,0.4067891713875527,0.014170090788783084,0.4347013087543864,0.10807394393058636,0.11906621889887213
2017-10-04,-0.37888408935692686,0.345085697828152,-0.3278998119589293,-0.08960044263453637,-0.42988352739814767,0.20732494711657165,1.0608499028516554,0.2149883218312417,0.44424705720527136,0.04437560556617491,0.05227927435223953
2017-10-05,0.5312416993230706,0.6988417679294721,0.9570273865854829,0.1469902263148679,0.6968533028462105,0.7765981331897251,2.002703372313613,-0.06940019926582265,-0.029586624069208284,0.17146938157162006,0.3841357310080635
2017-10-06,-0.09531108984633913,0.3537103786379783,0.4080396740023744,0.053921186543800216,0.21818898746692633,-0.06334101946812086,0.6508579218132975,0.0417514972927046,0.05748837278951454,-0.17111288850995945,-0.11056008947322485
2017-10-09,0.0998204069820163,-0.012222572449833267,-0.112099504713186,0.18639662378068517,0.03420117941451749,0.10829796256220062,-0.288910895881081,0.6678810347090597,-1.035074573848205,0.2288505848096521,-0.1464309105811287
2017-10-10,-0.04891160084563802,-0.26917537177473605,-0.280304593108985,-0.26171168295065456,-0.2645858503764805,-0.08315128641257574,-0.41500180517950347,0.5573665864633722,0.8758447941968632,0.17103482350742086,0.15395756501851243
2017-10-11,0.13312983130015432,0.30479285869015804,0.9060244321899278,-0.40574009349185697,0.2583865058155591,0.002340377371421333,-0.09155809166269742,0.2876163446084559,-0.1223176575764441,0.2401223681438332,0.07920056458264478
2017-10-12,-0.23645928919913892,0.20976587944898956,-0.04188800624189432,-0.1617629311636129,-0.08227570409016019,0.37637887070694803,0.11321028441634655,-0.03673685679356185,0.024366371768779146,-0.08164518804665381,-0.1351514317490259
2017-10-13,0.2378390601969155,0.016328171788792117,0.07391760549219015,0.4472243553395811,0.2668915658122519,0.15751204692633966,0.6454778183659917,0.5427141668142907,-0.06004864591410798,0.012702493220927862,0.05444167402774766
2017-10-16,0.8181638379292004,0.08397617455477045,0.03513636262428554,0.04335154131800351,0.16177990455457197,0.020432801752732283,0.547860955554385,0.4957772822048251,-0.40395621768558154,0.2775706027164951,0.06259543506801149
2017-10-17,0.11006349902096177,0.05374176042968091,0.0438639628635565,-0.01794863208856951,0.36356066740243964,-0.12191461007335028,-0.6720480187855153,-0.0807879694788342,0.31732712872352803,0.1194741926614099,0.018573677108599144
2017-10-18,-0.2802964800726281,-0.6703646535594369,0.048397590705638836,0.41940385972416133,-0.05408426785837764,-0.07021123438130167,-0.8241740421733079,-0.07918630266892698,0.22356765282887178,-0.099985440738792,0.03772129327078452
2017-10-19,-1.2056859513237501,-0.5920882803308801,-0.6064790215418527,-0.20935362380124267,-0.39887375234332584,0.11077592756008647,-0.14646241043367028,-0.016245882457038695,-0.600751448141665,0.01274592871713788,-0.011651305971875853
